,pref_name,station_cd,station_g_cd,station_name,line_cd,post,add,lon,lat,open_ymd,close_ymd,e_status,x,y
169,北海道,1110705,1110705,芽室,11107,082-0030,河西郡芽室町本通り１丁目,143.047991,42.909846,,,0,1430479.91,-429098.46
170,北海道,1110706,1110706,大成,11107,082-0006,河西郡芽室町東芽室南２線,143.071241,42.918662,,,0,1430712.41,-429186.62
171,北海道,1110707,1110707,西帯広,11107,080-2473,帯広市西２３条南１丁目,143.126351,42.923941,,,0,1431263.51,-429239.41
172,北海道,1110708,1110708,柏林台,11107,080-0027,帯広市西１７条南１丁目,143.1645,42.928877,,,0,1431645.0,-429288.77
173,北海道,1110709,1110709,帯広,11107,080-0012,帯広市西２条南１２丁目,143.20195,42.917997,,,0,1432019.5,-429179.97
174,北海道,1110710,1110710,札内,11107,089-0543,中川郡幕別町字札内中央町,143.256248,42.912696999999994,,,0,1432562.48,-429126.97
175,北海道,1110711,1110711,稲士別,11107,089-0564,中川郡幕別町稲志別,143.297528,42.903963,,,0,1432975.28,-429039.62999999995
176,北海道,1110712,1110712,幕別,11107,089-0604,中川郡幕別町錦町,143.35929299999998,42.90784,,,0,1433592.9299999997,-429078.4
177,北海道,1110713,1110713,利別,11107,083-0031,中川郡池田町字利別西町,143.424445,42.934706,,,0,1434244.45,-429347.06
178,北海道,1110714,1110714,池田,11107,083-0091,中川郡池田町東１条１丁目,143.453033,42.922185999999996,,,0,1434530.33,-429221.86
179,北海道,1110715,1110715,十弗,11107,089-5243,中川郡豊頃町字十弗宝町,143.500797,42.855781,,,0,1435007.97,-428557.81
180,北海道,1110716,1110716,豊頃,11107,089-5232,中川郡豊頃町豊頃旭町,143.538615,42.817547999999995,,,0,1435386.15,-428175.4799999999
181,北海道,1110717,1110717,新吉野,11107,089-5541,十勝郡浦幌町字吉野,143.60826,42.778238,,,0,1436082.6,-427782.38
182,北海道,1110718,1110718,浦幌,11107,089-5603,十勝郡浦幌町字本町,143.651568,42.810849,,,0,1436515.68,-428108.49
183,北海道,1110719,1110719,上厚内,11107,089-5866,十勝郡浦幌町字上厚内,143.749788,42.831881,,,0,1437497.88,-428318.81000000006
184,北海道,1110720,1110720,厚内,11107,089-5865,十勝郡浦幌町字厚内,143.81438899999998,42.809539,,,0,1438143.8899999997,-428095.39
185,北海道,1110721,1110721,直別,11107,088-0135,釧路市音別町直別,143.863607,42.852205,,,0,1438636.07,-428522.05
186,北海道,1110722,1110722,尺別,11107,088-0132,釧路市音別町尺別（岐線）,143.904331,42.869163,,,0,1439043.31,-428691.63
187,北海道,1110723,1110723,音別,11107,088-0115,釧路市音別町本町１丁目,143.93244199999998,42.888996999999996,,,0,1439324.4199999997,-428889.97
188,北海道,1110724,1110724,古瀬,11107,088-0351,白糠郡白糠町和天別,144.008589,42.947893,,,0,1440085.89,-429478.93
189,北海道,1110725,1110725,白糠,11107,088-0301,白糠郡白糠町東１条南１丁目,144.076879,42.956161,,,0,1440768.7899999998,-429561.61000000004
190,北海道,1110726,1110726,西庶路,11107,088-0572,白糠郡白糠町西庶路西１条南３丁目,144.129826,42.976138,,,0,1441298.26,-429761.38
