,line_cd,station_cd1,station_cd2
1149,0,9930310,2800807
1150,0,9930406,2800807
1151,0,9930406,9930310
1152,0,9930115,2800811
1153,0,9930413,2800814
1154,0,9930701,2800901
1155,0,9930123,2800916
1156,0,9930303,2800917
1157,0,9930302,2800918
1158,0,9930527,2801010
1159,0,9930103,2801012
1160,0,9930312,9930108
1161,0,9930902,9930111
1162,0,9930217,9930112
1163,0,9930411,9930114
1164,0,9931102,9930120
1165,0,9930209,9930121
1166,0,9930304,9930208
1167,0,9934204,9930509
1168,0,9933705,9933602
1169,0,1130301,1130104
1170,0,1133231,1130104
1171,0,1133231,1130301
1172,0,1130701,1130105
1173,0,1130806,1130105
1174,0,1132803,1130105
1175,0,1133235,1130105
1176,0,1133310,1130105
1177,0,2600121,1130105
1178,0,2700126,1130105
1179,0,2900101,1130105
1180,0,9931001,1130105
1181,0,9931613,1130105
1182,0,1130806,1130701
1183,0,1132803,1130701
1184,0,1133235,1130701
1185,0,1133310,1130701
1186,0,2600121,1130701
1187,0,2700126,1130701
1188,0,2900101,1130701
1189,0,9931001,1130701
1190,0,9931613,1130701
1191,0,1132803,1130806
1192,0,1133235,1130806
1193,0,1133310,1130806
1194,0,2600121,1130806
1195,0,2700126,1130806
1196,0,2900101,1130806
1197,0,9931001,1130806
1198,0,9931613,1130806
1199,0,1133235,1132803
1200,0,1133310,1132803
1201,0,2600121,1132803
1202,0,2700126,1132803
1203,0,2900101,1132803
1204,0,9931001,1132803
1205,0,9931613,1132803
1206,0,1133310,1133235
1207,0,2600121,1133235
1208,0,2700126,1133235
1209,0,2900101,1133235
1210,0,9931001,1133235
1211,0,9931613,1133235
1212,0,2600121,1133310
1213,0,2700126,1133310
1214,0,2900101,1133310
1215,0,9931001,1133310
1216,0,9931613,1133310
1217,0,2700126,2600121
1218,0,2900101,2600121
1219,0,9931001,2600121
1220,0,9931613,2600121
1221,0,2900101,2700126
1222,0,9931001,2700126
1223,0,9931613,2700126
1224,0,9931001,2900101
1225,0,9931613,2900101
1226,0,9931613,9931001
1227,0,1130809,1130106
1228,0,1132802,1130106
1229,0,1133313,1130106
1230,0,9931627,1130106
1231,0,1132802,1130809
1232,0,1133313,1130809
1233,0,9931627,1130809
1234,0,1133313,1132802
1235,0,9931627,1132802
1236,0,9931627,1133313
1237,0,1130712,1130107
1238,0,1130810,1130107
1239,0,1132801,1130107
1240,0,1133246,1130107
1241,0,1133314,1130107
1242,0,9932601,1130107
1243,0,1130810,1130712
1244,0,1132801,1130712
1245,0,1133246,1130712
1246,0,1133314,1130712
1247,0,9932601,1130712
1248,0,1132801,1130810
1249,0,1133246,1130810
1250,0,1133314,1130810
1251,0,9932601,1130810
1252,0,1133246,1132801
1253,0,1133314,1132801
1254,0,9932601,1132801
1255,0,1133314,1133246
1256,0,9932601,1133246
1257,0,9932601,1133314
1258,0,2500214,1130108
1259,0,9932001,1130108
1260,0,9932001,2500214
1261,0,1130901,1130110
1262,0,1150501,1130114
1263,0,2500147,1130116
1264,0,9931401,1130116
1265,0,9933901,1130116
1266,0,9931401,2500147
1267,0,9933901,2500147
1268,0,9933901,9931401
1269,0,1130819,1130307
1270,0,1132821,1130307
1271,0,1133315,1130307
1272,0,2600111,1130307
1273,0,2600211,1130307
1274,0,1132821,1130819
1275,0,1133315,1130819
1276,0,2600111,1130819
1277,0,2600211,1130819
1278,0,1133315,1132821
1279,0,2600111,1132821
1280,0,2600211,1132821
1281,0,2600111,1133315
1282,0,2600211,1133315
1283,0,2600211,2600111
1284,0,2600310,1130310
1285,0,2600418,1130310
1286,0,2600418,2600310
1287,0,2500118,1130314
1288,0,2700116,1130326
1289,0,1130411,1130328
1290,0,1133232,1130401
1291,0,2700118,1130401
1292,0,2700118,1133232
1293,0,1133234,1130601
1294,0,2700124,1130601
1295,0,2700124,1133234
1296,0,2600116,1130603
1297,0,9931608,1130604
1298,0,9934301,1130607
1299,0,2600322,1130609
1300,0,2600801,1130609
1301,0,2600801,2600322
1302,0,1130918,1130616
1303,0,2400212,1130616
1304,0,2400212,1130918
1305,0,1133236,1130702
1306,0,9931615,1130702
1307,0,9931615,1133236
1308,0,1133237,1130703
1309,0,9931616,1130703
1310,0,9931616,1133237
1311,0,1133238,1130704
1312,0,1133239,1130705
1313,0,1133240,1130706
1314,0,1133241,1130707
1315,0,1133242,1130708
1316,0,9931701,1130708
1317,0,9931701,1133242
1318,0,1133243,1130709
1319,0,1133244,1130710
1320,0,1133245,1130711
1321,0,1133309,1130805
1322,0,1133311,1130807
1323,0,1133312,1130808
1324,0,9932015,1130812
1325,0,2700504,1130818
1326,0,2500133,1130909
1327,0,2500132,1130910
1328,0,2900118,1130910
1329,0,2900118,2500132
1330,0,2700121,1133233
1331,0,2500301,2500123
1332,0,2500201,2500128
1333,0,2600327,2500203
1334,0,2900114,2500206
1335,0,2900208,2500210
1336,0,9931632,2500210
1337,0,9931632,2900208
1338,0,2600210,2600110
1339,0,2600212,2600112
1340,0,2600213,2600113
1341,0,9934310,2600113
1342,0,9934310,2600213
1343,0,2600416,2600308
1344,0,2600417,2600309
1345,0,9931601,2600316
1346,0,2700301,2700115
1347,0,9931622,2700133
1348,0,2700401,2700139
1349,0,9931714,2700139
1350,0,9931714,2700401
1351,0,2700501,2700147
1352,0,2900201,2900110
1353,0,9934305,9931603
1354,0,9934304,9931604
1355,0,9932608,9932006
1356,0,9934401,9933911
1357,0,1122628,1121401
1358,0,1140437,1121401
1359,0,1140437,1122628
1360,0,1140610,1121407
1361,0,1121920,1121412
1362,0,1134229,1122738
1363,0,9940201,1134225
1364,0,1140734,1134232
1365,0,1140422,1134235
1366,0,1140423,1134236
1367,0,1140401,1140321
1368,0,1140524,1140321
1369,0,1140524,1140401
1370,0,9940212,1140403
1371,0,1140801,1140412
1372,0,1141008,1140430
1373,0,1140601,1140442
1374,0,1140832,1140442
1375,0,1140832,1140601
1376,0,1140942,1140516
1377,0,9940205,1140729
1378,0,1141003,1140818
1379,0,1141555,1140501
1380,0,1141644,1140501
1381,0,9940801,1140501
1382,0,9941001,1140501
1383,0,9941313,1140501
1384,0,9941501,1140501
1385,0,1141644,1141555
1386,0,9940801,1141555
1387,0,9941001,1141555
1388,0,9941313,1141555
1389,0,9941501,1141555
1390,0,9940801,1141644
1391,0,9941001,1141644
1392,0,9941313,1141644
1393,0,9941501,1141644
1394,0,9941001,9940801
1395,0,9941313,9940801
1396,0,9941501,9940801
1397,0,9941313,9941001
1398,0,9941501,9941001
1399,0,9941501,9941313
1400,0,9940816,1140504
1401,0,9940822,1140506
1402,0,1141701,1141551
1403,0,1141801,1141551
1404,0,9941401,1141551
1405,0,1141801,1141701
1406,0,9941401,1141701
1407,0,9941401,1141801
1408,0,9941101,1141636
1409,0,9941002,9940802
1410,0,9940901,9940807
1411,0,9941201,9940838
1412,0,9941015,9940909
1413,0,9941301,9941005
1414,0,9941316,9942201
1415,0,9941308,9942205
1416,0,9941603,1141542
1417,0,9941701,1141543
1418,0,1141901,1141546
1419,0,9941808,1141919
1420,0,9941801,1141920
1421,0,1142001,1141512
1422,0,1142224,1141512
1423,0,1142224,1142001
1424,0,1142102,1141522
1425,0,1142101,1141523
1426,0,9941901,1141523
1427,0,9942001,1141523
1428,0,9942120,1141523
1429,0,9941901,1142101
1430,0,9942001,1142101
1431,0,9942120,1142101
1432,0,9942001,9941901
1433,0,9942120,9941901
1434,0,9942120,9942001
1435,0,9942002,9941902
1436,0,9942003,9941903
1437,0,9942123,9942005
1438,0,9940101,1131120
1439,0,1140239,1131131
1440,0,1140101,1131139
1441,0,1141444,1131150
1442,0,1141140,1131153
1443,0,1141201,1131153
1444,0,1141201,1141140
1445,0,9940306,1140131
1446,0,1141214,1140301
1447,0,9940318,1140301
1448,0,9940318,1141214
1449,0,1140701,1140305
1450,0,9940501,1140305
1451,0,9940501,1140701
1452,0,1140702,1140306
1453,0,1140703,1140307
1454,0,1140704,1140308
1455,0,1141205,1140901
1456,0,9940701,1140901
1457,0,9940701,1141205
1458,0,1141401,1141351
1459,0,9940401,9940311
1460,0,9940601,9940316
1461,0,9940613,9940513
1462,0,1150701,1141113
1463,0,9952401,1141118
1464,0,1150239,1141601
1465,0,1150301,1141601
1466,0,1150301,1150239
1467,0,3001611,1141603
1468,0,3001605,1141605
1469,0,3001520,1141606
1470,0,3001601,1141606
1471,0,3001601,3001520
1472,0,1150708,1141608
1473,0,9952501,1141608
1474,0,9952501,1150708
1475,0,3100418,1150304
1476,0,9952601,1150304
1477,0,9953218,1150304
1478,0,9952601,3100418
1479,0,9953218,3100418
1480,0,9953218,9952601
1481,0,3001707,1150706
1482,0,3002001,3000156
1483,0,3001618,3000160
1484,0,3002101,3002009
1485,0,9953206,3100406
1486,0,9953207,3100407
1487,0,9953208,3100408
1488,0,9953209,3100409
1489,0,9953210,3100410
1490,0,9953211,3100411
1491,0,9953212,3100412
1492,0,9953213,3100413
1493,0,9953214,3100414
1494,0,9953215,3100415
1495,0,9953216,3100416
1496,0,9953217,3100417
1497,0,9953219,3100419
1498,0,9953220,3100420
1499,0,9953221,3100421
1500,0,9953222,3100422
1501,0,9953223,3100423
1502,0,9953224,3100424
1503,0,9953225,3100425
1504,0,9953226,3100426
1505,0,9953227,3100427
1506,0,1150101,1130121
1507,0,1150401,1130121
1508,0,1150401,1150101
1509,0,1150109,1140201
1510,0,9950201,1150103
1511,0,1150519,1150104
1512,0,9950301,1150108
1513,0,9950410,1150116
1514,0,9950701,1150126
1515,0,9950501,1150128
1516,0,1150201,1150134
1517,0,9950601,1150134
1518,0,9950601,1150201
1519,0,9950537,1150208
1520,0,9950101,1150406
1521,0,9950618,9950518
1522,0,9950801,9950719
1523,0,1150233,1141101
1524,0,1150801,1141101
1525,0,3000136,1141101
1526,0,3000801,1141101
1527,0,3001501,1141101
1528,0,3102701,1141101
1529,0,9950901,1141101
1530,0,9951308,1141101
1531,0,9951702,1141101
1532,0,1150801,1150233
1533,0,3000136,1150233
1534,0,3000801,1150233
1535,0,3001501,1150233
1536,0,3102701,1150233
1537,0,9950901,1150233
1538,0,9951308,1150233
1539,0,9951702,1150233
1540,0,3000136,1150801
1541,0,3000801,1150801
1542,0,3001501,1150801
1543,0,3102701,1150801
1544,0,9950901,1150801
1545,0,9951308,1150801
1546,0,9951702,1150801
1547,0,3000801,3000136
1548,0,3001501,3000136
1549,0,3102701,3000136
1550,0,9950901,3000136
1551,0,9951308,3000136
1552,0,9951702,3000136
1553,0,3001501,3000801
1554,0,3102701,3000801
1555,0,9950901,3000801
1556,0,9951308,3000801
1557,0,9951702,3000801
1558,0,3102701,3001501
1559,0,9950901,3001501
1560,0,9951308,3001501
1561,0,9951702,3001501
1562,0,9950901,3102701
1563,0,9951308,3102701
1564,0,9951702,3102701
1565,0,9951308,9950901
1566,0,9951702,9950901
1567,0,9951702,9951308
1568,0,1150231,1141102
1569,0,3000134,1141102
1570,0,3000803,1141102
1571,0,9951413,1141102
1572,0,9951501,1141102
1573,0,3000134,1150231
1574,0,3000803,1150231
1575,0,9951413,1150231
1576,0,9951501,1150231
1577,0,3000803,3000134
1578,0,9951413,3000134
1579,0,9951501,3000134
1580,0,9951413,3000803
1581,0,9951501,3000803
1582,0,9951501,9951413
1583,0,9951610,1141103
1584,0,9951312,1141104
1585,0,3001206,1141105
1586,0,9951402,1141105
1587,0,9952301,1141105
1588,0,9951402,3001206
1589,0,9952301,3001206
1590,0,9952301,9951402
1591,0,9951006,1141107
1592,0,9951123,1141110
1593,0,1150210,1141301
1594,0,3000101,1141301
1595,0,9952001,1141301
1596,0,9952101,1141301
1597,0,3000101,1150210
1598,0,9952001,1150210
1599,0,9952101,1150210
1600,0,9952001,3000101
1601,0,9952101,3000101
1602,0,9952101,9952001
1603,0,3000205,1141306
1604,0,3000410,1150215
1605,0,3000409,1150216
1606,0,9951101,1150219
1607,0,3000510,1150224
1608,0,1150601,1150226
1609,0,9951001,1150234
1610,0,3000150,1150237
1611,0,3001419,1150237
1612,0,3001419,3000150
1613,0,3102705,1150802
1614,0,9951302,1150802
1615,0,9951302,3102705
1616,0,3001401,1150806
1617,0,3102711,1150806
1618,0,3102711,3001401
1619,0,3000201,3000104
1620,0,9951103,3000114
1621,0,3000301,3000117
1622,0,3000512,3000119
1623,0,3000804,3000133
1624,0,3000802,3000135
1625,0,3001502,3000137
1626,0,3001503,3000138
1627,0,3001301,3000142
1628,0,3000401,3000315
1629,0,3000601,3000519
1630,0,3000602,3000520
1631,0,9951620,3000609
1632,0,3000826,3000701
1633,0,3001101,3000807
1634,0,3000901,3000813
1635,0,3001001,3000918
1636,0,9951310,3001201
1637,0,9951409,3001201
1638,0,9951409,9951310
1639,0,9952304,3001208
1640,0,9951121,3001218
1641,0,3001406,3001308
1642,0,9951601,3001506
1643,0,3001701,3001518
1644,0,3001814,3001518
1645,0,3001814,3001701
1646,0,3001901,3001519
1647,0,9951802,3001801
1648,0,9951901,3001808
1649,0,9951902,3001809
1650,0,9950902,3102702
1651,0,9951209,9951118
1652,0,9951322,9951201
1653,0,9951607,9951309
1654,0,9951708,9951313
1655,0,9951425,9951316
1656,0,9952302,9951401
1657,0,9951801,9951403
1658,0,9951705,9951408
1659,0,9951609,9951411
1660,0,9951714,9951419
1661,0,9951615,9951422
1662,0,9952303,9951428
1663,0,9951704,9951606
1664,0,9951710,9951612
1665,0,9952201,9952112
1666,0,9952202,9952114
1667,0,3102712,1150807
1668,0,3100401,1150808
1669,0,3102713,1150808
1670,0,9952901,1150808
1671,0,9953201,1150808
1672,0,3102713,3100401
1673,0,9952901,3100401
1674,0,9953201,3100401
1675,0,9952901,3102713
1676,0,9953201,3102713
1677,0,9953201,9952901
1678,0,9953001,1150814
1679,0,1150901,1150818
1680,0,1151001,1150818
1681,0,1151001,1150901
1682,0,1151101,1150904
1683,0,3100601,1150907
1684,0,9953101,1150907
1685,0,9953101,3100601
1686,0,3102739,1151004
1687,0,9953010,1151004
1688,0,9953010,3102739
1689,0,1151301,1151008
1690,0,3100904,1151008
1691,0,3100904,1151301
1692,0,1151201,1151010
1693,0,3100913,1151206
1694,0,3101005,1151211
1695,0,3101501,1151211
1696,0,3101501,3101005
1697,0,3100547,1151305
1698,0,9953202,3100402
1699,0,9953203,3100403
1700,0,9953204,3100404
1701,0,9953205,3100405
1702,0,3100614,3100539
1703,0,9953114,3100539
1704,0,9953114,3100614
1705,0,3100901,3100548
1706,0,3102744,3100548
1707,0,3102744,3100901
1708,0,9953102,3100602
1709,0,9953103,3100603
1710,0,9953104,3100604
1711,0,9953105,3100605
1712,0,9953106,3100606
1713,0,9953107,3100607
1714,0,9953108,3100608
1715,0,9953109,3100609
1716,0,9953110,3100610
1717,0,9953111,3100611
1718,0,9953112,3100612
1719,0,9953113,3100613
1720,0,3101301,3100801
1721,0,3101401,3100801
1722,0,3102721,3100801
1723,0,3101401,3101301
1724,0,3102721,3101301
1725,0,3102721,3101401
1726,0,3101001,3100914
1727,0,3101402,3101302
1728,0,3101403,3101303
1729,0,3102729,3101901
1730,0,9952801,3102717
1731,0,1150312,1141501
1732,0,1160101,1141501
1733,0,9960101,1141501
1734,0,1160101,1150312
1735,0,9960101,1150312
1736,0,9960101,1160101
1737,0,1160522,1141510
1738,0,9960124,1151106
1739,0,9960401,1151106
1740,0,9960401,9960124
1741,0,1160113,1151111
1742,0,9960104,1160102
1743,0,9960307,1160108
1744,0,3300603,1160116
1745,0,3300609,1160117
1746,0,3300615,1160503
1747,0,3300707,3300612
1748,0,9960201,9960106
1749,0,9960301,9960112
1750,0,1162209,1142201
1751,0,1160701,1150912
1752,0,1160502,1160119
1753,0,3300702,1160119
1754,0,9961107,1160119
1755,0,3300702,1160502
1756,0,9961107,1160502
1757,0,9961107,3300702
1758,0,1160201,1160120
1759,0,1160501,1160120
1760,0,1161401,1160120
1761,0,1161801,1160120
1762,0,3102501,1160120
1763,0,9961011,1160120
1764,0,1160501,1160201
1765,0,1161401,1160201
1766,0,1161801,1160201
1767,0,3102501,1160201
1768,0,9961011,1160201
1769,0,1161401,1160501
1770,0,1161801,1160501
1771,0,3102501,1160501
1772,0,9961011,1160501
1773,0,1161801,1161401
1774,0,3102501,1161401
1775,0,9961011,1161401
1776,0,3102501,1161801
1777,0,9961011,1161801
1778,0,9961011,3102501
1779,0,3400311,1160205
1780,0,1161701,1160702
1781,0,1161819,1160702
1782,0,1161819,1161701
1783,0,9961115,1161403
1784,0,9960501,1161407
1785,0,1161501,1161415
1786,0,1162204,1161511
1787,0,1162203,1161512
1788,0,1162202,1161513
1789,0,1162201,1161514
1790,0,1163010,1161514
1791,0,9960801,1161514
1792,0,1163010,1162201
1793,0,9960801,1162201
1794,0,9960801,1163010
1795,0,3102521,1161703
1796,0,3102520,1161704
1797,0,3102518,1161705
1798,0,3300105,1161802
1799,0,9961101,1161806
1800,0,3300206,1161808
1801,0,9960901,1162208
1802,0,9961015,3102505
1803,0,3300111,3102507
1804,0,3300112,3102508
1805,0,3300401,3300142
1806,0,9960601,3300142
1807,0,9960601,3300401
1808,0,3300402,3300141
1809,0,3300403,3300101
1810,0,9961111,3300101
1811,0,9961111,3300403
1812,0,3400301,3300102
1813,0,3300201,3300113
1814,0,3300501,3300115
1815,0,9961108,3300701
1816,0,9961009,3400302
1817,0,9961201,3400303
1818,0,9961202,3400304
1819,0,3400901,3400306
1820,0,9960701,9960606
1821,0,9960907,9960814
1822,0,9961113,9961008
1823,0,9961301,9961207
1824,0,1162901,1160213
1825,0,9961803,1160213
1826,0,9961803,1162901
1827,0,1160301,1160214
1828,0,1162310,1160214
1829,0,1162504,1160214
1830,0,1162902,1160214
1831,0,3400101,1160214
1832,0,3400201,1160214
1833,0,3400326,1160214
1834,0,3500101,1160214
1835,0,9961806,1160214
1836,0,9961910,1160214
1837,0,9962001,1160214
1838,0,1162310,1160301
1839,0,1162504,1160301
1840,0,1162902,1160301
1841,0,3400101,1160301
1842,0,3400201,1160301
1843,0,3400326,1160301
1844,0,3500101,1160301
1845,0,9961806,1160301
1846,0,9961910,1160301
1847,0,9962001,1160301
1848,0,1162504,1162310
1849,0,1162902,1162310
1850,0,3400101,1162310
1851,0,3400201,1162310
1852,0,3400326,1162310
1853,0,3500101,1162310
1854,0,9961806,1162310
1855,0,9961910,1162310
1856,0,9962001,1162310
1857,0,1162902,1162504
1858,0,3400101,1162504
1859,0,3400201,1162504
1860,0,3400326,1162504
1861,0,3500101,1162504
1862,0,9961806,1162504
1863,0,9961910,1162504
1864,0,9962001,1162504
1865,0,3400101,1162902
1866,0,3400201,1162902
1867,0,3400326,1162902
1868,0,3500101,1162902
1869,0,9961806,1162902
1870,0,9961910,1162902
1871,0,9962001,1162902
1872,0,3400201,3400101
1873,0,3400326,3400101
1874,0,3500101,3400101
1875,0,9961806,3400101
1876,0,9961910,3400101
1877,0,9962001,3400101
1878,0,3400326,3400201
1879,0,3500101,3400201
1880,0,9961806,3400201
1881,0,9961910,3400201
1882,0,9962001,3400201
1883,0,3500101,3400326
1884,0,9961806,3400326
1885,0,9961910,3400326
1886,0,9962001,3400326
1887,0,9961806,3500101
1888,0,9961910,3500101
1889,0,9962001,3500101
1890,0,9961910,9961806
1891,0,9962001,9961806
1892,0,9962001,9961910
1893,0,3101203,1160712
1894,0,1164107,1160715
1895,0,1164106,1160716
1896,0,1162301,1160719
1897,0,1162601,1160719
1898,0,3100301,1160719
1899,0,9961813,1160719
1900,0,9961917,1160719
1901,0,9962801,1160719
1902,0,1162601,1162301
1903,0,3100301,1162301
1904,0,9961813,1162301
1905,0,9961917,1162301
1906,0,9962801,1162301
1907,0,3100301,1162601
1908,0,9961813,1162601
1909,0,9961917,1162601
1910,0,9962801,1162601
1911,0,9961813,3100301
1912,0,9961917,3100301
1913,0,9962801,3100301
1914,0,9961917,9961813
1915,0,9962801,9961813
1916,0,9962801,9961917
1917,0,1162302,1160720
1918,0,3200102,1160720
1919,0,3200703,1160720
1920,0,9961812,1160720
1921,0,9962309,1160720
1922,0,9962902,1160720
1923,0,3200102,1162302
1924,0,3200703,1162302
1925,0,9961812,1162302
1926,0,9962309,1162302
1927,0,9962902,1162302
1928,0,3200703,3200102
1929,0,9961812,3200102
1930,0,9962309,3200102
1931,0,9962902,3200102
1932,0,9961812,3200703
1933,0,9962309,3200703
1934,0,9962902,3200703
1935,0,9962309,9961812
1936,0,9962902,9961812
1937,0,9962902,9962309
1938,0,1162303,1160721
1939,0,1164101,1161722
1940,0,9965209,1161723
1941,0,1162313,1161724
1942,0,1162501,1161724
1943,0,3300137,1161724
1944,0,9962412,1161724
1945,0,1162501,1162313
1946,0,3300137,1162313
1947,0,9962412,1162313
1948,0,3300137,1162501
1949,0,9962412,1162501
1950,0,9962412,3300137
1951,0,9962401,1162305
1952,0,9962104,1162306
1953,0,1162401,1162307
1954,0,3500201,1162307
1955,0,3500201,1162401
1956,0,9962202,1162308
1957,0,1162505,1162309
1958,0,3500102,1162309
1959,0,3500102,1162505
1960,0,9962302,1162311
1961,0,9962110,1162315
1962,0,9962410,1162315
1963,0,9962410,9962110
1964,0,9962409,1162316
1965,0,3100104,1162317
1966,0,3100502,1162317
1967,0,9962209,1162317
1968,0,3100502,3100104
1969,0,9962209,3100104
1970,0,9962209,3100502
1971,0,9961911,1162503
1972,0,9962303,1162503
1973,0,9962303,9961911
1974,0,3500103,1162506
1975,0,9962201,1162506
1976,0,9962201,3500103
1977,0,9961816,1162605
1978,0,3200713,1162610
1979,0,1162701,1162614
1980,0,1162801,1162626
1981,0,3200114,1162702
1982,0,3200401,1162702
1983,0,3200401,3200114
1984,0,3200202,1162802
1985,0,3200203,1162803
1986,0,9962113,1164102
1987,0,3102002,1164103
1988,0,3100505,1164104
1989,0,3500211,3100101
1990,0,9961810,3100101
1991,0,9962005,3100101
1992,0,9962206,3100101
1993,0,9961810,3500211
1994,0,9962005,3500211
1995,0,9962206,3500211
1996,0,9962005,9961810
1997,0,9962206,9961810
1998,0,9962206,9962005
1999,0,9962207,3100102
2000,0,9962307,3100102
2001,0,9962307,9962207
2002,0,3100501,3100103
2003,0,3100503,3100105
2004,0,3100504,3100106
2005,0,3102001,3100106
2006,0,3102001,3100504
2007,0,3101201,3100315
2008,0,3102201,3100316
2009,0,3102101,3100510
2010,0,3102401,3102103
2011,0,3200725,3102208
2012,0,9962114,3102301
2013,0,3200701,3200101
2014,0,3200705,3200103
2015,0,9962310,3200103
2016,0,9962310,3200705
2017,0,3200706,3200104
2018,0,3200906,3200104
2019,0,9962909,3200104
2020,0,3200906,3200706
2021,0,9962909,3200706
2022,0,9962909,3200906
2023,0,9962911,3200105
2024,0,9962811,3200106
2025,0,9962913,3200106
2026,0,9962913,9962811
2027,0,9962930,3200113
2028,0,9961701,3200124
2029,0,3200201,3200128
2030,0,3200601,3200137
2031,0,9961601,3200715
2032,0,9961820,3200715
2033,0,9961820,9961601
2034,0,3500210,3200901
2035,0,9962205,3200901
2036,0,9962205,3500210
2037,0,3300301,3300120
2038,0,9962614,3300128
2039,0,9965207,3300135
2040,0,3300801,3300138
2041,0,9961912,3300138
2042,0,9961912,3300801
2043,0,3300802,3300139
2044,0,9962304,3300139
2045,0,9962304,3300802
2046,0,3300803,3300140
2047,0,9961807,3300140
2048,0,9961807,3300803
2049,0,9962002,3300804
2050,0,3400202,3400102
2051,0,3400203,3400103
2052,0,3400325,3400103
2053,0,3400325,3400203
2054,0,9962602,3400210
2055,0,3400701,3400211
2056,0,9962609,3400318
2057,0,3400809,3400322
2058,0,9961804,3400324
2059,0,9962606,3400802
2060,0,9961908,3400811
2061,0,9962301,3400811
2062,0,9962301,9961908
2063,0,9962402,3500209
2064,0,9962105,3500208
2065,0,9962605,9961401
2066,0,9961801,9961404
2067,0,9962003,9961808
2068,0,9962107,9961808
2069,0,9962107,9962003
2070,0,9962405,9961809
2071,0,9962006,9961811
2072,0,9962613,9961901
2073,0,9965204,9961903
2074,0,9962109,9961913
2075,0,9962408,9961914
2076,0,9962208,9961915
2077,0,9962802,9961918
2078,0,9962510,9962011
2079,0,9962501,9962101
2080,0,9962203,9962106
2081,0,9962305,9962108
2082,0,9965210,9962111
2083,0,9962403,9962204
2084,0,9965211,9962210
2085,0,9962406,9962306
2086,0,9962901,9962308
2087,0,9965208,9962413
2088,0,9962701,9962607
2089,0,9962912,9962810
2090,0,1162509,1160303
2091,0,1162903,1160303
2092,0,1162903,1162509
2093,0,9964901,1160310
2094,0,3400116,1160313
2095,0,3500132,1160313
2096,0,9963001,1160313
2097,0,9964602,1160313
2098,0,9964710,1160313
2099,0,9964801,1160313
2100,0,3500132,3400116
2101,0,9963001,3400116
2102,0,9964602,3400116
2103,0,9964710,3400116
2104,0,9964801,3400116
2105,0,9963001,3500132
2106,0,9964602,3500132
2107,0,9964710,3500132
2108,0,9964801,3500132
2109,0,9964602,9963001
2110,0,9964710,9963001
2111,0,9964801,9963001
2112,0,9964710,9964602
2113,0,9964801,9964602
2114,0,9964801,9964710
2115,0,3500133,1160314
2116,0,9963003,1160314
2117,0,9963003,3500133
2118,0,1160801,1160315
2119,0,9964707,1160315
2120,0,9964707,1160801
2121,0,1161301,1160802
2122,0,9964501,1160803
2123,0,9964608,1160803
2124,0,9964701,1160803
2125,0,9964608,9964501
2126,0,9964701,9964501
2127,0,9964701,9964608
2128,0,9963706,1160805
2129,0,9963708,1160806
2130,0,9963711,1160807
2131,0,9963713,1160808
2132,0,9963717,1160810
2133,0,1163201,1160816
2134,0,1160901,1160821
2135,0,1163301,1160821
2136,0,1163501,1160821
2137,0,9963743,1160821
2138,0,1163301,1160901
2139,0,1163501,1160901
2140,0,9963743,1160901
2141,0,1163501,1163301
2142,0,9963743,1163301
2143,0,9963743,1163501
2144,0,1163101,1160905
2145,0,9964401,1160907
2146,0,9964705,1161302
2147,0,1163518,1161519
2148,0,1161601,1161524
2149,0,9960919,1161524
2150,0,9960919,1161601
2151,0,3400219,1162910
2152,0,3400410,1162910
2153,0,3400410,3400219
2154,0,9963310,1162915
2155,0,9963401,1162915
2156,0,9963401,9963310
2157,0,1163001,1162923
2158,0,1163221,1163004
2159,0,9964201,1163204
2160,0,9963520,1163207
2161,0,9964301,1163207
2162,0,9964301,9963520
2163,0,1163401,1163312
2164,0,9964405,1163312
2165,0,9964405,1163401
2166,0,3400601,3400106
2167,0,3400403,3400108
2168,0,3400501,3400109
2169,0,9961501,3400213
2170,0,3500116,3400401
2171,0,3500206,3500108
2172,0,3500207,3500109
2173,0,3500301,3500112
2174,0,9964902,3500123
2175,0,9964001,9961510
2176,0,9963101,9963006
2177,0,9963701,9963009
2178,0,9963201,9963102
2179,0,9964605,9963102
2180,0,9964605,9963201
2181,0,9963501,9963206
2182,0,9963602,9963210
2183,0,9963301,9963215
2184,0,9963403,9963308
2185,0,9963402,9963309
2186,0,9964601,9963601
2187,0,9964502,9963702
2188,0,9963801,9963740
2189,0,1161820,1160703
2190,0,1161821,1160704
2191,0,1163701,1160704
2192,0,1163701,1161821
2193,0,1163601,1160708
2194,0,3101612,1160708
2195,0,3101708,1160708
2196,0,3101612,1163601
2197,0,3101708,1163601
2198,0,3101708,3101612
2199,0,1163714,1163606
2200,0,3101804,1163608
2201,0,3100707,1163611
2202,0,3101104,1163705
2203,0,3100529,1163710
2204,0,3102017,3100201
2205,0,3102526,3100201
2206,0,3102526,3102017
2207,0,3101101,3100207
2208,0,3101701,3100211
2209,0,3100526,3100214
2210,0,3100328,3100217
2211,0,3100701,3100217
2212,0,3100701,3100328
2213,0,3101801,3100323
2214,0,3102012,3101601
2215,0,3102305,3101601
2216,0,3102601,3101601
2217,0,3102305,3102012
2218,0,3102601,3102012
2219,0,3102601,3102305
2220,0,3102527,3102018
2221,0,3102528,3102019
2222,0,1163901,1151041
2223,0,1163636,1162635
