,line_cd,station_cd1,station_cd2
643,0,2800218,1131310
644,0,9930128,1131310
645,0,9930401,1131310
646,0,1132806,1132104
647,0,1133304,1132104
648,0,2400101,1132104
649,0,2400701,1132104
650,0,2500101,1132104
651,0,2800218,1132104
652,0,9930128,1132104
653,0,9930401,1132104
654,0,1133304,1132806
655,0,2400101,1132806
656,0,2400701,1132806
657,0,2500101,1132806
658,0,2800218,1132806
659,0,9930128,1132806
660,0,9930401,1132806
661,0,2400101,1133304
662,0,2400701,1133304
663,0,2500101,1133304
664,0,2800218,1133304
665,0,9930128,1133304
666,0,9930401,1133304
667,0,2400701,2400101
668,0,2500101,2400101
669,0,2800218,2400101
670,0,9930128,2400101
671,0,9930401,2400101
672,0,2500101,2400701
673,0,2800218,2400701
674,0,9930128,2400701
675,0,9930401,2400701
676,0,2800218,2500101
677,0,9930128,2500101
678,0,9930401,2500101
679,0,9930128,2800218
680,0,9930401,2800218
681,0,9930401,9930128
682,0,2200702,1130210
683,0,2800403,1130210
684,0,2800403,2200702
685,0,1132105,1130212
686,0,1132805,1130212
687,0,1133303,1130212
688,0,2100101,1130212
689,0,2200101,1130212
690,0,2800201,1130212
691,0,2800609,1130212
692,0,2800701,1130212
693,0,2801009,1130212
694,0,1132805,1132105
695,0,1133303,1132105
696,0,2100101,1132105
697,0,2200101,1132105
698,0,2800201,1132105
699,0,2800609,1132105
700,0,2800701,1132105
701,0,2801009,1132105
702,0,1133303,1132805
703,0,2100101,1132805
704,0,2200101,1132805
705,0,2800201,1132805
706,0,2800609,1132805
707,0,2800701,1132805
708,0,2801009,1132805
709,0,2100101,1133303
710,0,2200101,1133303
711,0,2800201,1133303
712,0,2800609,1133303
713,0,2800701,1133303
714,0,2801009,1133303
715,0,2200101,2100101
716,0,2800201,2100101
717,0,2800609,2100101
718,0,2800701,2100101
719,0,2801009,2100101
720,0,2800201,2200101
721,0,2800609,2200101
722,0,2800701,2200101
723,0,2801009,2200101
724,0,2800609,2800201
725,0,2800701,2800201
726,0,2801009,2800201
727,0,2800701,2800609
728,0,2801009,2800609
729,0,2801009,2800701
730,0,9930523,1130213
731,0,9930315,1130214
732,0,2800906,1130215
733,0,1133214,1130216
734,0,1133215,1130217
735,0,2800505,1130217
736,0,9934202,1130217
737,0,2800505,1133215
738,0,9934202,1133215
739,0,9934202,2800505
740,0,1132002,1130218
741,0,1133216,1130218
742,0,2300102,1130218
743,0,2300602,1130218
744,0,9934201,1130218
745,0,1133216,1132002
746,0,2300102,1132002
747,0,2300602,1132002
748,0,9934201,1132002
749,0,2300102,1133216
750,0,2300602,1133216
751,0,9934201,1133216
752,0,2300602,2300102
753,0,9934201,2300102
754,0,9934201,2300602
755,0,1133217,1130219
756,0,1131901,1130220
757,0,1132001,1130220
758,0,1132301,1130220
759,0,1133218,1130220
760,0,2800104,1130220
761,0,2800305,1130220
762,0,1132001,1131901
763,0,1132301,1131901
764,0,1133218,1131901
765,0,2800104,1131901
766,0,2800305,1131901
767,0,1132301,1132001
768,0,1133218,1132001
769,0,2800104,1132001
770,0,2800305,1132001
771,0,1133218,1132301
772,0,2800104,1132301
773,0,2800305,1132301
774,0,2800104,1133218
775,0,2800305,1133218
776,0,2800305,2800104
777,0,1133219,1130221
778,0,2800105,1130221
779,0,2800306,1130221
780,0,9930110,1130221
781,0,2800105,1133219
782,0,2800306,1133219
783,0,9930110,1133219
784,0,2800306,2800105
785,0,9930110,2800105
786,0,9930110,2800306
787,0,1131319,1130222
788,0,1133220,1130222
789,0,2800307,1130222
790,0,9930901,1130222
791,0,1133220,1131319
792,0,2800307,1131319
793,0,9930901,1131319
794,0,2800307,1133220
795,0,9930901,1133220
796,0,9930901,2800307
797,0,1131202,1130223
798,0,1133221,1130223
799,0,2800107,1130223
800,0,1133221,1131202
801,0,2800107,1131202
802,0,2800107,1133221
803,0,1133223,1130225
804,0,2800618,1130225
805,0,2800618,1133223
806,0,1133225,1130227
807,0,9933601,1130227
808,0,9933601,1133225
809,0,1133226,1130228
810,0,1130501,1130320
811,0,2400125,1130321
812,0,1131107,1130325
813,0,1131227,1130325
814,0,1131501,1130325
815,0,1132817,1130325
816,0,1131227,1131107
817,0,1131501,1131107
818,0,1132817,1131107
819,0,1131501,1131227
820,0,1132817,1131227
821,0,1132817,1131501
822,0,1131225,1130503
823,0,2500127,1130611
824,0,1131110,1130620
825,0,1131230,1130620
826,0,1131701,1130620
827,0,1132816,1130620
828,0,1131230,1131110
829,0,1131701,1131110
830,0,1132816,1131110
831,0,1131701,1131230
832,0,1132816,1131230
833,0,1132816,1131701
834,0,1133308,1130804
835,0,1131207,1131102
836,0,1131314,1131102
837,0,2800214,1131102
838,0,2800912,1131102
839,0,1131314,1131207
840,0,2800214,1131207
841,0,2800912,1131207
842,0,2800214,1131314
843,0,2800912,1131314
844,0,2800912,2800214
845,0,1131219,1131104
846,0,1131302,1131104
847,0,1132820,1131104
848,0,2400617,1131104
849,0,1131302,1131219
850,0,1132820,1131219
851,0,2400617,1131219
852,0,1132820,1131302
853,0,2400617,1131302
854,0,2400617,1132820
855,0,1131220,1131105
856,0,1131301,1131105
857,0,1132819,1131105
858,0,1131301,1131220
859,0,1132819,1131220
860,0,1132819,1131301
861,0,1131224,1131106
862,0,1132818,1131106
863,0,2201001,1131106
864,0,2201101,1131106
865,0,1132818,1131224
866,0,2201001,1131224
867,0,2201101,1131224
868,0,2201001,1132818
869,0,2201101,1132818
870,0,2201101,2201001
871,0,1131228,1131108
872,0,1131229,1131109
873,0,1131231,1131111
874,0,1131232,1131112
875,0,1132815,1131112
876,0,2400306,1131112
877,0,1132815,1131232
878,0,2400306,1131232
879,0,2400306,1132815
880,0,1131318,1131203
881,0,2800206,1131203
882,0,2800509,1131203
883,0,2800206,1131318
884,0,2800509,1131318
885,0,2800509,2800206
886,0,1131317,1131204
887,0,9930311,1131204
888,0,9930311,1131317
889,0,1131316,1131205
890,0,2800406,1131205
891,0,2800613,1131205
892,0,2800910,1131205
893,0,9930107,1131205
894,0,2800406,1131316
895,0,2800613,1131316
896,0,2800910,1131316
897,0,9930107,1131316
898,0,2800613,2800406
899,0,2800910,2800406
900,0,9930107,2800406
901,0,2800910,2800613
902,0,9930107,2800613
903,0,9930107,2800910
904,0,1131315,1131206
905,0,2800614,1131206
906,0,2800911,1131206
907,0,9930404,1131206
908,0,2800614,1131315
909,0,2800911,1131315
910,0,9930404,1131315
911,0,2800911,2800614
912,0,9930404,2800614
913,0,9930404,2800911
914,0,1131313,1131208
915,0,1131312,1131209
916,0,1131309,1131212
917,0,1131308,1131213
918,0,9930131,1131213
919,0,9930131,1131308
920,0,1131307,1131214
921,0,2800401,1131214
922,0,2800401,1131307
923,0,1131306,1131215
924,0,1131305,1131216
925,0,1131304,1131217
926,0,2800225,1131217
927,0,2800225,1131304
928,0,1131303,1131218
929,0,2201201,1131221
930,0,9930216,1131320
931,0,9930113,1131321
932,0,1131404,1131322
933,0,2800812,1131322
934,0,2800812,1131404
935,0,2100505,1131323
936,0,1131405,1131325
937,0,2800108,1131402
938,0,2800809,1131402
939,0,2800809,2800108
940,0,9930215,1131403
941,0,9930409,1131403
942,0,9930409,9930215
943,0,1131601,1131506
944,0,1131704,1131506
945,0,2200808,1131506
946,0,1131704,1131601
947,0,2200808,1131601
948,0,2200808,1131704
949,0,1132302,1131902
950,0,1132108,1131903
951,0,1132303,1131903
952,0,1133210,1131903
953,0,1133302,1131903
954,0,1132303,1132108
955,0,1133210,1132108
956,0,1133302,1132108
957,0,1133210,1132303
958,0,1133302,1132303
959,0,1133302,1133210
960,0,2800302,1132004
961,0,9930904,1132004
962,0,9930904,2800302
963,0,2100209,1132005
964,0,2800301,1132005
965,0,2800503,1132005
966,0,9930905,1132005
967,0,2800301,2100209
968,0,2800503,2100209
969,0,9930905,2100209
970,0,2800503,2800301
971,0,9930905,2800301
972,0,9930905,2800503
973,0,2800502,1132006
974,0,2300303,1132008
975,0,2800311,1132602
976,0,2800624,1132605
977,0,9933701,1132605
978,0,9933701,2800624
979,0,2800904,1133212
980,0,9930516,1133212
981,0,9930516,2800904
982,0,2600401,1133228
983,0,9933707,1133228
984,0,9933707,2600401
985,0,2600515,1133230
986,0,2600607,1133230
987,0,2600607,2600515
988,0,2800603,2100109
989,0,2801003,2100109
990,0,2801003,2800603
991,0,2800602,2100110
992,0,2801002,2100110
993,0,2801002,2800602
994,0,2800101,2100201
995,0,9930218,2100201
996,0,9930218,2800101
997,0,2300201,2100203
998,0,2800813,2100203
999,0,9930220,2100203
1000,0,2800813,2300201
1001,0,9930220,2300201
1002,0,9930220,2800813
1003,0,2100501,2100204
1004,0,2300106,2100208
1005,0,2100601,2100213
1006,0,2200303,2200106
1007,0,2200401,2200106
1008,0,9930135,2200106
1009,0,2200401,2200303
1010,0,9930135,2200303
1011,0,9930135,2200401
1012,0,2800606,2200301
1013,0,2800702,2200301
1014,0,2801006,2200301
1015,0,2800702,2800606
1016,0,2801006,2800606
1017,0,2801006,2800702
1018,0,9930136,2200402
1019,0,2201108,2200601
1020,0,9930132,2200704
1021,0,2200801,2200719
1022,0,2200901,2200721
1023,0,2201005,2200721
1024,0,2201005,2200901
1025,0,2201105,2200802
1026,0,2201004,2200803
1027,0,9933417,2200805
1028,0,2300601,2300101
1029,0,2800504,2300104
1030,0,9930506,2300104
1031,0,9930506,2800504
1032,0,2300206,2300109
1033,0,2300603,2300109
1034,0,2300603,2300206
1035,0,2300207,2300110
1036,0,2300301,2300110
1037,0,2300604,2300110
1038,0,9934001,2300110
1039,0,2300301,2300207
1040,0,2300604,2300207
1041,0,9934001,2300207
1042,0,2300604,2300301
1043,0,9934001,2300301
1044,0,9934001,2300604
1045,0,2400702,2400102
1046,0,2400703,2400103
1047,0,2400604,2400104
1048,0,2400704,2400104
1049,0,2400704,2400604
1050,0,2400608,2400106
1051,0,2600710,2400107
1052,0,2400201,2400118
1053,0,2400401,2400123
1054,0,2400501,2400129
1055,0,9933407,2400129
1056,0,9933407,2400501
1057,0,2400301,2400133
1058,0,2500306,2400207
1059,0,2500307,2400208
1060,0,9933401,2400208
1061,0,9933401,2500307
1062,0,9933405,2400502
1063,0,2500107,2400605
1064,0,2800519,2500104
1065,0,2800520,2500105
1066,0,2600708,2500110
1067,0,2800321,2600103
1068,0,2600410,2600107
1069,0,2600208,2600108
1070,0,2600209,2600109
1071,0,2600601,2600109
1072,0,2600601,2600209
1073,0,2600408,2600206
1074,0,2600701,2600303
1075,0,2600415,2600307
1076,0,9930203,2600404
1077,0,2600505,2600406
1078,0,9930204,2600503
1079,0,9930207,2700101
1080,0,2700201,2700112
1081,0,9933607,2700205
1082,0,9933611,2700207
1083,0,9933609,2700206
1084,0,9933610,2700206
1085,0,9933610,9933609
1086,0,2800410,2800109
1087,0,9930213,2800109
1088,0,9930213,2800410
1089,0,9930212,2800110
1090,0,2800210,2800111
1091,0,2800314,2800111
1092,0,2800314,2800210
1093,0,2800914,2800114
1094,0,2800213,2800115
1095,0,2800616,2800115
1096,0,2800804,2800115
1097,0,2800913,2800115
1098,0,2800616,2800213
1099,0,2800804,2800213
1100,0,2800913,2800213
1101,0,2800804,2800616
1102,0,2800913,2800616
1103,0,2800913,2800804
1104,0,2800803,2800116
1105,0,9930125,2800116
1106,0,9930125,2800803
1107,0,2800517,2800118
1108,0,2800802,2800118
1109,0,2800802,2800517
1110,0,2800909,2800204
1111,0,9930109,2800205
1112,0,9930407,2800207
1113,0,2800409,2800208
1114,0,2800510,2800208
1115,0,2800808,2800208
1116,0,9930309,2800208
1117,0,2800510,2800409
1118,0,2800808,2800409
1119,0,9930309,2800409
1120,0,2800808,2800510
1121,0,9930309,2800510
1122,0,9930309,2800808
1123,0,2800316,2800211
1124,0,2800513,2800211
1125,0,2800513,2800316
1126,0,2800514,2800212
1127,0,2801013,2800217
1128,0,9930402,2800217
1129,0,9930402,2801013
1130,0,9930130,2800220
1131,0,9930214,2800309
1132,0,2800411,2800310
1133,0,9930211,2800313
1134,0,2800512,2800315
1135,0,9930308,2800315
1136,0,9930308,2800512
1137,0,9930124,2800318
1138,0,2800806,2800407
1139,0,9930405,2800407
1140,0,9930405,2800806
1141,0,9930116,2800412
1142,0,2801004,2800604
1143,0,2801005,2800605
1144,0,2801007,2800607
1145,0,2801008,2800608
1146,0,9930525,2800610
1147,0,9930117,2800621
1148,0,9931116,2800622
