,company_cd,company_name,company_name_h,company_name_k,company_name_r,company_type,company_url,e_status_x,e_status_y,has_station_data,is_bullet,lat,line_cd,line_name,line_name_h,line_name_k,lon,rr_cd,station_cd1,station_cd2,zoom
2486,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122716,1122717,9.0
2487,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122717,1122718,9.0
2488,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122718,1122719,9.0
2489,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122719,1122720,9.0
2490,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122720,1122721,9.0
2491,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122721,1122722,9.0
2492,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122722,1122723,9.0
2493,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122723,1122724,9.0
2494,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122724,1122725,9.0
2495,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122725,1122726,9.0
2496,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122726,1122727,9.0
2497,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122727,1122728,9.0
2498,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122728,1122729,9.0
2499,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122729,1122730,9.0
2500,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122730,1122731,9.0
2501,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122731,1122732,9.0
2502,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122732,1122733,9.0
2503,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122733,1122734,9.0
2504,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122734,1122735,9.0
2505,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122735,1122736,9.0
2506,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122736,1122737,9.0
2507,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.39176461731695,11227,JR只見線,JR只見線,タダミセン,139.44780738877623,11.0,1122737,1122738,9.0
2508,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122801,1122802,10.0
2509,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122802,1122803,10.0
2510,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122803,1122804,10.0
2511,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122804,1122805,10.0
2512,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122805,1122806,10.0
2513,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122806,1122807,10.0
2514,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122807,1122808,10.0
2515,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122808,1122809,10.0
2516,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122809,1122810,10.0
2517,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122810,1122811,10.0
2518,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122811,1122812,10.0
2519,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122812,1122813,10.0
2520,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122813,1122814,10.0
2521,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122814,1122815,10.0
2522,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.26977723900093,11228,ゆうゆうあぶくまライン,JR磐越東線,ユウユウアブクマライン,140.64261227539066,11.0,1122815,1122816,10.0
2523,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122901,1122902,9.0
2524,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122902,1122903,9.0
2525,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122903,1122904,9.0
2526,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122904,1122905,9.0
2527,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122905,1122906,9.0
2528,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122906,1122907,9.0
2529,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122907,1122908,9.0
2530,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122908,1122909,9.0
2531,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122909,1122910,9.0
2532,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122910,1122911,9.0
2533,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122911,1122912,9.0
2534,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122912,1122913,9.0
2535,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122913,1122914,9.0
2536,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122914,1122915,9.0
2537,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122915,1122916,9.0
2538,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122916,1122917,9.0
2539,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122917,1122918,9.0
2540,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122918,1122919,9.0
2541,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122919,1122920,9.0
2542,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122920,1122921,9.0
2543,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122921,1122922,9.0
2544,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122922,1122923,9.0
2545,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122923,1122924,9.0
2546,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122924,1122925,9.0
2547,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122925,1122926,9.0
2548,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122926,1122927,9.0
2549,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122927,1122928,9.0
2550,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122928,1122929,9.0
2551,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122929,1122930,9.0
2552,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122930,1122931,9.0
2553,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122931,1122932,9.0
2554,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122932,1122933,9.0
2555,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122933,1122934,9.0
2556,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,36.519004059221096,11229,JR常磐線(取手～いわき),JR常磐線(取手～いわき),ジョウバンセン,140.5188743525713,11.0,1122934,1122935,9.0
2557,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123001,1123002,9.0
2558,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123002,1123003,9.0
2559,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123003,1123004,9.0
2560,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123004,1123005,9.0
2561,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123005,1123006,9.0
2562,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123006,1123007,9.0
2563,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123007,1123008,9.0
2564,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123008,1123009,9.0
2565,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123009,1123010,9.0
2566,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123010,1123011,9.0
2567,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123011,1123012,9.0
2568,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123012,1123013,9.0
2569,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123013,1123014,9.0
2570,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123014,1123015,9.0
2571,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123015,1123016,9.0
2572,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123016,1123017,9.0
2573,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123017,1123018,9.0
2574,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123018,1123019,9.0
2575,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123019,1123020,9.0
2576,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123020,1123021,9.0
2577,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123021,1123022,9.0
2578,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123022,1123023,9.0
2579,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123023,1123024,9.0
2580,2.0,JR東日本,東日本旅客鉄道株式会社,ジェイアールヒガシニホン,JR東日本,1.0,http://www.jreast.co.jp/,0.0,0.0,True,False,37.66155605255589,11230,JR常磐線(いわき～仙台),JR常磐線(いわき～仙台),ジョウバンセン,140.93341993037617,11.0,1123024,1123025,9.0
